[4869131253,eau de V,123.27145774010823]
[1107225357743054848,Mae, and a flower 🌸,1.2382568929716258]
[897885404,bryøny loves michæl 卌,1.2367277638751952]
[824877681716056064,BrokenBoardsWoodArt,1.2366154113313101]
[1131872533,mija,1.2328327003522837]
[706973861892456453,elliot,1.2300889352112014]
[2391619766,Hannah,1.2289642397403315]
[80902736,Dee H. Dodgson,1.2277720971638448]
[231369666,Långsiktig investerare,1.2268434475155425]
[629788405,Mariah✨,1.2252772653185016]
[3457136660,C,1.2220373432271232]
[332536798,Grayson Grundhoefer,1.2214606944470845]
[619456896,𝓴𝓪𝓽,1.2193643734719166]
[3754831219,Captain Danger,1.2176699048420114]
[843093966140727296,Abid Khan Atozai,1.2146792435047167]
[709183459386908672,LiveUnconventionally,1.211682947632491]
[4670214337,Tom Gilchrist,1.210936831323032]
[118423030,Yoana De Jesus,1.2073740115853118]
[22513829,Gaurav Sabnis,1.2038353892761529]
[972182302427156480,Lincoln Christian Athletics,1.2004749668583092]
[1106614547895472131,Scrumpy1972,1.1972911677001898]
[3434603805,nora,1.19380714540063]
[1021795339811086336,Chris Smith,1.1924048847388156]
[5828712,Geoff Ballinger,1.1912241396406222]
[1115680179504861185,NatureNorway,1.190948536551764]
[124585552,VinTech Systems Inc,1.1902200642015177]
[2556358842,Sunny Holidays,1.1866563604244753]
[542792728,ktani,1.1842875262800467]
[3164575789,ainsley ✨,1.1839061742687156]
[806276195952168960,Lubbock Oral Surgery,1.1834224729998661]
[2505991886,Allyssa Anna Young,1.180057083690088]
[1096315705014865920,ManiaK,1.1770841113918133]
[274727903,Troopercat🌊,1.176289488619237]
[2348676108,PSOFloridaChapter,1.1761672830766503]
[3076721821,🇮🇩✌️Roel Heru✌️🇮🇩,1.1696651037820034]
[3420420459,Lily,1.1684080910042909]
[1067612361152819201,Bunga Ayu,1.1640336209779487]
[867037907567214592,kim dery,1.1612871323445064]
[2658636726,Bailey Crawford,1.1606407334075006]
[307694901,Local913,1.1605746876637089]
[892660419441176576,pink creamy 🍓🥛,1.1573360956297767]
[1003656643,Beani£man,1.1571481355092017]
[3225427084,prince$$ 🦁,1.1541184762675665]
[1014832807351373825,katerina ♡,1.1529855510771276]
[777289226995900416,🏪なう!,1.150769005504694]
[438293001,Ajib,1.1500141092771405]
[2274491210,Dave Cohen,1.1475933361587134]
[1059518374542303232,LoanChargeScandal,1.1454394270412325]
[560697043,Alexis Rosa Morales,1.1444380302679336]
[383922949,Christina Brewer✞,1.1441695660033087]
[999925479111966720,⋈ man다,1.1420878180996117]
[2830774403,Rascheed Sterling,1.1411503331700334]
[39939746,JCP,1.1380357779625494]
[50402175,Rizwan Tufail,1.1379999860554453]
[855880017250840576,hawke 💫,1.1355357990783008]
[2258102881,meme🦋,1.135093401269168]
[901761692341870592,막달레나,1.1318652825541087]
[38316247,Silver Murilo ,1.1314365114717582]
[875762208,Trea Westra,1.1260810482337122]
[433650953,Tracey McKay,1.1248944182812604]
[2853377420,Emmanuel Oluwafemi-Eden®,1.1246633528117846]
[2652698947,K.va,1.1241753315236862]
[2905870384,kaylaJay💗,1.121162645118995]
[953723004831363074,Narodna stranka Zemun,1.1197634750924739]
[24569387,Squaw Valley Alpine Meadows,1.118016255568136]
[1006247448887615489,ziegler,1.1178573170732644]
[1050959211390259200,Fielding Tracker,1.1151941000010308]
[822377720403279872,youdi,1.1131935406355506]
[759959365340114944,Kiley L🎗,1.112237365359093]
[1017840105577484291,@clarahernandez20,1.110915340859773]
[277572396,Gina Tonic,1.1091466393447567]
[2411093184,Soho Grand,1.1090146795124596]
[1115559863705317376,Amit Maurya,1.1074377860790108]
[1010277041873317888,Gods Gift to a Dick,1.1060745463011894]
[2800896800,Nico 🥀,1.1049474348662678]
[3055795395,.,1.1033257105855314]
[1115323245404872710,harper,1.102399441962272]
[16362895,Valparaiso University,1.1004417616478337]
[2201825125,shugsmama,1.0994937434068817]
[837104113749893120,cj 🐰,1.0960626238087927]
[532281965,אשלי,1.0940702257367347]
[885162209365635072,J | 🌝 Alec is my world,1.093101999943582]
[2883841,E! News,1.0912408209992597]
[733092588039741445,Daniel,1.0882762886335207]
[47515984,Matheus Avila,1.0872860434960383]
[85028147,grain,1.086506540778101]
[2842122591,Gazd007 🇪🇺 🦉 - ❤️NHS #OurNHS,1.0853292298591666]
[114557700,Lissa Campbell,1.0820877016779862]
[154156517,V.V. Dongen,1.0814983399936962]
[3209225818,freddie my queen (and roger),1.0808644402464456]
[1012376354266976256,what? oh hell no. hold up. Huh? oh okay.,1.0791851460034516]
[353967064,Trice ♥,1.0766047999193873]
[854544550597193729,🎭 ՅɿԹՌՇԹ🎭,1.074434129264664]
[978871079056953344,jul,1.0736415733210958]
[622971289,Kaylee 🐝,1.07147040894015]
[6528422,hayley🦋,1.069473938495776]
[836192952192020483,Think,1.0689499973147312]
[19942659,Chris Dawson,1.066913824181099]
[1064936347452887040,sunshine . 🌻☀️,1.0655515665011013]
[891762469743493120,RustedRoads,1.0651957959213527]
[573144543,Woken Jobber,1.064113828623246]
[636383571,Andy Levy,1.062965226231554]
[405951819,▲Chizzy Pope▲,1.0619362019346088]
[1100963777325879296,Setyo Wicaksono,1.0597034316728138]
[1880922745,Alexis RAC,1.0596196547372165]
[898904716779958272,Winnie_mwengu,1.0568643255621746]
[3213871355,🦋🦋🦋 mariposa 🦋🦋🦋,1.0567714816599652]
[1151581597,ColoClimateCenter,1.0541245434014321]
[391283490,Billhuda,1.053924711516029]
[64619482,ArtTalkHawaii,1.0528811175299515]
[211614713,Priority Life Care,1.0514001735219838]
[947425510262562817,Otunba|Alhaji ROYZ🤴🏼,1.0509426869734726]
[1114824073433862144,Aman Alok,1.0505087471098216]
[4021264462,Josh Buechler,1.0488422090199325]
[745274732312854528,🤠 cowboy vanitas repair 🤠,1.0485532954480363]
[1113675570817130496,atticus,1.0461478775066069]
[749182730227769344,𝕕𝕖𝕝,1.043702027497422]
[997528560482050048,Dimitra,1.0435151975517043]
[2978476192,sadie,1.0434685655834526]
[292494980,Martin Perks,1.0408041446523733]
[37388435,The Dark Knight,1.0390085812394296]
[836558141978513409,RoRo💕,1.0381180517065582]
[746444670079623168,Momentous Occasions,1.0372392473809129]
[1016856076598370309,Mári,1.0371950445070803]
[1027523466679996416,👻🔮Hollow🔮👻(Calcium),1.0363713943344652]
[804443893852798976,can't you see that you're lost without me?,1.0337487333820663]
[586111196,Dan Finelli,1.0314415119142308]
[204889783,♡Britt ♡,1.0288467782027744]
[755449923382964225,eva bts j-59,1.0265669338323924]
[824713444725313537,Tweet the Dialectic,1.0265348094016573]
[361463689,Teddy Lampros🇬🇷🇮🇹🤙🏼,1.023999660360804]
[801828995235008512,dongdong,1.0229382688998887]
[26731417,Nate Bukaty,1.0214463203217783]
[158696048,emily 🌈2️⃣💘,1.0211473510359839]
[981899024,zurie 🇭🇹,1.0192073974996976]
[713201287467311104,April Kirby.,1.0166808319041785]
[1342453333,oompa loompa body ass bitch,1.0164491542133385]
[993782796383608832,Emeline P.,1.0161078035975253]
[3108766334,Gold Hoarder Legend Orca,1.0141678591723937]
[4150630355,Oilfield rich,1.0116683669716193]
[1266012505,Austin,1.0112717180526098]
[516038201,LIFE on the PLANET⛰⛺,1.0105669933506514]
[2942576157,UMRocks,1.0091822442195713]
[15778716,Biltmore Estate,1.0067093810669148]
[4473724636,HiddenROBLOX,1.0061513423569042]
[1112255083511730176,Rahul Jindal,1.0050915316759086]
[1076296232119750656,Lil Bill 🐬,1.004249668880077]
[74812041,Collifornia,1.0019537032280152]
[237394686,Svelvikportalen,1.0014188320911626]
[15163577,Omaha World-Herald,1.0003798165381708]
[3041273758,Stephen Maier🏳️‍🌈,0.9995196057009872]
[72922228,Libby's Table,0.9972490615240909]
[906718322,PresDaily Northeast,0.9964080496652872]
[428238559,Christina Lynn👑,0.9953119538590064]
[87028872,Bob Bunzey,0.9949905416529116]
[1171085270,Di Yang,0.9932149756407221]
[797494736198205440,Saurabh Verma,0.9930567086870655]
[22485211,Global Penn State,0.9915283056748267]
[3446847017,ًgenie: dusia 📌usd,0.9914515213651961]
[4408670720,kenzie rain,0.9903912412077824]
[500825094,RowgirlVT,0.9891534755264678]
[1031176572,NapaFuckinValley,0.9881294572656428]
[1059172611035447296,Teamwork makes the dream work!,0.9865483474797115]
[4809631112,Marissa,0.9857760317450261]
[745014260087070720,Edinburgh Watch,0.9857223508821944]
[962703861214531584,A. van der Pies 🌿,0.9823624430627524]
[831053259389349890,Jazzy ❥†,0.9813631831874328]
[532262671,Emily Roberson,0.9790453575881154]
[31600719,Deidre ⋈,0.9775601081069093]
[2788215326,Thalia Facts,0.9768874069712915]
[46736034,SF Silent Film Fest,0.9765297035024948]
[282606010,Horizon Shutters,0.9757424745957306]
[398323499,Impractical Jokers,0.9745929049499641]
[760570283115868160,ESRARENGİZ,0.9723101009271347]
[131297376,Tattooforaweek.com,0.9714647065117846]
[611720387,Public Health,0.9700389032774768]
[748509168,Brittany👸🏻,0.9684797599590107]
[705079941063385088,Lucy at Tidekettle Paper,0.9677792213424813]
[4832991507,Digital Shelf 🎬,0.9664565474484886]
[757313467,Terry Evans,0.9655309654176417]
[1025231110161096704,💜Risoppio🖤,0.9654752076254435]
[82951273,🆔 Carina Birarda ®️🌎,0.9634424263590627]
[802188279235936256,Biology at UoW,0.9614846668504236]
[1011637897676623872,🅻🅰 🅹🆄🆂🆃🅸🅲🅸🅴🆁🅰,0.9612164142297438]
[727339760,ROLL CALL🗣,0.9598333836796181]
[1025538434,Brown,0.9590015663156173]
[2771938395,Deadpool’s Daddy 🥴,0.9567977965907983]
[938976854991568896,🌹🌌Erica Bro y Media🌌🌹,0.9551983234058984]
[1109777400626212864,Weerapong Seeworasa,0.9530150993291642]
[576054732,ً,0.9525933648117566]
[969956222911758336,mamah,0.9516238463624223]
[8940342,Houston Chronicle,0.9508427074051984]
[1708847413,brant,0.9486810650598516]
[424605216,James♠️,0.9483855479716767]
[954323120533405696,BritannyXBTS💜💛TXT,0.9471764249461104]
[1465247803,#veganhour,0.9465300905670416]
[169462827,Jerry Sköld,0.9442246559407282]
[39202193,🎄 LastElfofKrypton🎄,0.9434553183804716]
[1067374578802913280,Amanda Rizki Dwi Kurnia,0.9427739977532199]
[776037976560193537,🤟🏻Fancy&Persona Is Coming🤟🏻,0.9413334008798779]
[3400700147,Linda Sweigart,0.9410615767098689]
[4876333463,Globe,0.9395552099502051]
[1025118381534584833,WDWDVC,0.9392218442697646]
[1556581184,Peachy the Magazine,0.9388406663113023]
[1524036584,Joselyn's Fav,0.9371205708186712]
[1616097830,Shailan,0.9357678725113345]
[1013465071920582658,Sacred Spirit 💞,0.9350295035808657]
[2254039867,🔞 Sey is horny,0.9344119317145072]
[986094281399009281,JustSandwich,0.9329485663863666]
[1002205166223941632,Lesley Eames,0.9316185028000142]
[1264622588,Susan Handley,0.9314699201269351]
[538307129,National Farmers,0.9295559597617327]
[46156041,Reca EAR,0.9284487080971685]
[1881606415,youngin,0.9276511687435192]
[1011092114673790981,CK'sArtspirations,0.9270780438364232]
[14849728,Meryem Yildiz,0.9250414697601239]
[961007420528054272,ToughPaws,0.9230146091232025]
[219429514,penny,0.9209973907382039]
[978354390678622209,🎭PERSONA🎭,0.9195744942865293]
[2434770414,mari,0.9177958501657443]
[389269262,J L N,0.917575077962294]
[3087474224,Manolo no soy fifi.,0.9157310519757575]
[1164164029,Aaron Andrews,0.9137501291419021]
[827337948609859584,PV-Forecast,0.9136872552733885]
[9855132,ifaw,0.9104341417984281]
[812863853721698304,st*rr,0.9099485884929852]
[1088196718024364032,cthdfeed,0.908479602857115]
[32494312,Academy Road BIZ,0.9065341746887285]
[4583323216,Giselinha,0.9059175876124548]
[2400602550,ashleyyy,0.9043798006099759]
[1089563055590162432,Kay T.,0.9024576824505396]
[1067317002979569664,Aisyah Putri,0.9019252534946948]
[309980758,#ReleaseTheReport,0.9005444345374034]
[348317841,Jay💖,0.898786357678569]
[570845995,De Helderse Vallei,0.897971017688051]
[979812843607543808,BOLLEKE,0.8968903533217033]
[21678767,DJ QUAN DA BOMB,0.8968334642548278]
[64732292,Danny van Dam,0.8955565123363362]
[769211345510293504,City Matters,0.8951494126653161]
[1926147229,William,0.8949296869791181]
[104959583,P Sanou,0.8943855015870524]
[1568799746,Very Special Cognac,0.8934167116078521]
[953728579946401792,Texas Blaze,0.8918382492675463]
[4041150201,torivia laris cruz,0.889975399195092]
[542172087,👑,0.888513259512736]
[69131155,خديجة علي,0.8881209983191126]
[740014074583384066,t.,0.8850274395415267]
[1018072651204571137,Victor Strange,0.8847843073200725]
[1040717216021340160,Thomas Leon Highbaugh,0.8829541844157982]
[1077468043528323072,𝒫𝓇𝑜𝓂𝒾𝓈𝑒,0.8812785530466591]
[1100600235171098625,Haidar Ervin,0.881244852137752]
[2367647786,İsmet Yırtımcı,0.8794645125367899]
[1047659370929172481,lex,0.8776585805619471]
[356031344,Regio-Voetbal,0.8774972777857507]
[193370454,Blackburn News Essex,0.8754422964270169]
[1929393192,Savvy♡,0.8737842196872704]
[1013833556026712064,Gia Szczepanski,0.8736575618013666]
[1098263471647469569,JIMINSSSSI,0.8721993193171224]
[926092137481097217,약속 [♡],0.8720273840384576]
[940629980693663744,mas rival,0.8704371310582361]
[893092072579899397,Willistown Township,0.8702581003911497]
[730430319099269120,Kings Will Dream,0.8686432831312861]
[69378337,faye,0.8668892413916582]
[1101128826812272640,Vic Approves,0.8668148172265915]
[406135625,Sab & 백현 🍇 — 7주년 EXO!,0.8667902618200474]
[1103915140729040896,މަހަލްދީވާނާ 🍞🌹,0.8661014038316459]
[611304440,fatfacee😍😜,0.8644394295055988]
[17270505,noordbrabant,0.8635085153221013]
[1461704329,𝑼𝒊𝒍𝒕𝒋𝒆....!🦉,0.8627406460534214]
[947411104161988608,ceren♓☤♁♚,0.8623890276173207]
[930053508669362176,ésh | semi ia,0.8618175974095867]
[819463892476825600,Milkyway40,0.861229976200031]
[34855249,Film.Ca Cinemas,0.8606680607771303]
[1114789418085126145,Adarsh Verma,0.860616485496279]
[1033532011003174912,jasmyn,0.8604367341519873]
[103427320,love.🌻,0.8602576139274759]
[118956207,devang patel,0.8592348643925453]
[708468714488860672,Don't Feed The Trolls,0.857819578779398]
[1092811691186884609,🇯🇵joji marie🤠✌🏻,0.8570371270562351]
[884481295715356674,jshdghshs,0.8561197060744485]
[50088396,The Timbers,0.8558154105033894]
[770298877547196416,kris 🌿,0.8544271487819319]
[760525222235676672,Anie_Lopez,0.8539890687748818]
[14519826,Bramble Berry,0.8527418585149582]
[61063443,Maria del Carmen,0.8512095874751822]
[736082456843948032,saff,0.8508269013250636]
[785336316309504000,Silas James,0.8495384015072156]
[1072273679873122304,laura ~,0.8478743411938171]
[139354575,Johan Verbeek,0.847364602527911]
[1385511295,devi s. laskar,0.8463632671482257]
[885376405,P,0.8450045253736389]
[1010438149376495616,Mike Hamilton,0.8439328249289416]
[131381124,Cejuuh.,0.843506297291963]
[17331325,jules,0.8430833789595914]
[4526767107,Bio-sys Gents,0.8418691471723735]
[3313384270,laurettalove,0.841539590886986]
[4054925549,Elizacat,0.8412375664908057]
[297832859,Akxy 🤟 Ot7💜 ╚★아포방포★╝ 🥰,0.8408660683163974]
[3954345853,Jacket,0.8405311560029354]
[1107126489223479298,Bridget E. Lyndsey,0.8402388980570727]
[808808587455823872,MIKAKUS,0.8387611965768802]
[808871516691537920,taehyung's last sweat drop,0.8371591907212554]
[2989904216,sum,0.8368777246094811]
[988535662973411328,speaklife_,0.8368252803618806]
[1095905068963057664,Jamal Khan,0.835651111450606]
[3766270222,Monica Olivares,0.8340511328498096]
[3401194882,S.W.A.,0.833816531381038]
[910489362965475328,k,0.8326028216837318]
[1109595871560245248,Raoufyoucef,0.8320905214759575]
[1297183842,David Benson,0.8310158308031537]
[2235821130,ⓛⓞⓥⓔ ⓢⓗⓞⓣ 🍷,0.830834584398102]
[1001073571895103488,LinksGo! 💚,0.82958043873994]
[2990203500,Dharmil Sanghani,0.8281585998621928]
[1064951687360720897,Baaba Goldie - The Trollbaaaz,0.8280062704201682]
[880483273889075200,🌸,0.8275480596379061]
[919677166236905473,Aliyah 💋,0.8264385897946213]
[25391743,Kendra Scott,0.824877355763599]
[950966707727818753,ㅤ#Violeta1stWin #HocusPocus,0.8248570665451586]
[871552730,Ncl Tree Services,0.8237918548560882]
[460287723,STOP THINK CONNECT™,0.8233225275783506]
[2257283882,royaltyspeaks,0.821774064837302]
[516915916,Idah,0.8217034672976423]
[1100598139352801281,Hafidz Prayitna,0.8216242804830728]
[3303841776,Husker History,0.8202319274823413]
[1107509794015973376,triggerhappyqueen,0.8199630122205365]
[839846510825099265,piraaa 🌱,0.8187501342008224]
[774747065008136193,𝓎𝑜𝑜𝒸𝒽𝒾𝑒⁴ ✰ ᴍᴇᴛ ᴄᴏɴᴀɴ 🤠,0.8186960757951469]
[754044316557930496,WolfPerformanceHall,0.8173120663896141]
[132758759,tô the brou aqui 🌐,0.8164494665133826]
[1020930375995019264,En tyckare,0.8155706073465333]
[2239733228,Zeralda LaGrange,0.8154000102798767]
[1026170397346000896,cRay,0.8130794685515653]
[540400857,HealthyLivingIdeas,0.8129722840114145]
[817947400761384960,sifebook investment,0.8122366147745762]
[443208387,McQueens,0.8108229062174582]
[1112348693024464898,Usman,0.8102805039166588]
[338232868,Jansen MetalProducts,0.8100849962595766]
[1039553777794088960,Big West Marketing,0.809686295182925]
[205770556,i newspaper,0.8093244724947896]
[2719580316,Sohnrey Family Foods,0.8092547193679527]
[191522212,ArmyPublicHealth,0.8078320535531646]
[849961662,Mack Jorse,0.8078218629226303]
[736805387672883201,laurer,0.8073296551033163]
[38711943,Midwest Home Mag,0.8063456122787273]
[36630827,Real Bread Campaign,0.8048651118663158]
[1102123741209870337,dan,0.8047225781445266]
[740311808540606464,unlimited bread works,0.8040739948767694]
[318013913,mandy.,0.8038272925377973]
[163533380,Cloud Strife S.T.A.R.S Bravo Team,0.8026040173203635]
[1092602968988360709,🦋APRIL13TH🦋,0.8019959741926183]
[760298211076628480,Bossy 85,0.8014313121029352]
[44018411,Tori Morton,0.8002099342181499]
[939544497322565632,W🏃🏽‍♀️L🧡,0.799972442752262]
[934178311,Orange Makers,0.7989649951496612]
[2508625795,Madeleine Elizabeth,0.7988104658701907]
[2863720594,iPics Photography,0.7974684537240084]
[1110922620940271616,Larissa Baseman model,0.7969036773982165]
[1139748276,ms tunechi,0.7961714101894659]
[18761873,Edvin Alam,0.7951690337484167]
[1039895290365370368,💜 Ivy is ready for Persona 💜,0.7948796935681677]
[3139125733,Nounah,0.7940734470481735]
[730557398973190144,Hombre: Shadows Die Twice,0.7937382894804443]
[878027753219600389,kemal orhon,0.7933550561175587]
[2541906814,ⓐ,0.7928612044846627]
[832594220909264896,Allie j👑,0.79231175850602]
[1033006362,Syn Marjá👸🏽,0.7908907966043851]
[936820141534277632,Priyansi,0.7899171236718261]
[31481276,NAU Athletics,0.7896204956869911]
[1013798566085758976,PissLife,0.7886668702504622]
[2536136358,holy,0.7882103126985226]
